;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
TRIGMOD_HEADER;Our government reports that we have gained;;;;;;;;;;;;;;
TRIGMODLOST_HEADER;Our government reports that we have lost;;;;;;;;;;;;;;
POLITICS_DECISIONS2;§YYellow§g decisions are generic, §Ggreen§g decisions require a province selector, and §Wwhite§g decisions are historical.;;;;;;;;;;;;;;
revanchism;§WRevanchism;Revanchisme;Revanchismus;;Revanchismo;;;;;;;;;x;
zstate_baby_boom_700k_title;§G600k-700k State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_700k_desc;Gives a small baby boom modifier to the selected state for 1200 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
zstate_baby_boom_800k_title;§G700k-800k State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_800k_desc;Gives a small baby boom modifier to the selected state for 900 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
zstate_baby_boom_900k_title;§G800k-900k State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_900k_desc;Gives a small baby boom modifier to the selected state for 600 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
zstate_baby_boom_1M_title;§G900k-1M State Population Baby Boom;;;;;;;;;x;;;;
zstate_baby_boom_1M_desc;Gives a small baby boom modifier to the selected state for 300 days and adds a 15 year cooldown timer.;;;;;;;;;x;;;;
zprovince_mining_title;§GMine RGO Expansion.;;;;;;;;;x;;;;
zprovince_mining_desc;Gives a permanent boost to mine size to the selected province.;;;;;;;;;x;;;;
zprovince_mining_expansion_title;§GMine RGO Expansion.;;;;;;;;;x;;;;
zprovince_mining_expansion_desc;Gives a permanent boost to mine size to the selected province. Costs 1,000,000 pounds.;;;;;;;;;x;;;;
zprovince_large_mining_expansion_title;§GLarge Mine RGO Expansion.;;;;;;;;;x;;;;
zprovince_large_mining_expansion_desc;Gives a permanent boost to mine size to the selected province. Costs 2,000,000 pounds.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_title;§GAgriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_desc;Gives a permanent boost to farm size to the selected province. Costs 100,000 pounds per every 100k POP in the province rounded up.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_100k_title;§G0-100k Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_100k_desc;Costs 100,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_200k_title;§G100k-200k Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_200k_desc;Costs 200,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_300k_title;§G200k-300k Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_300k_desc;Costs 300,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_400k_title;§G300k-400k Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_400k_desc;Costs 400,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_500k_title;§G400k-500k Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_500k_desc;Costs 500,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_600k_title;§G500k-600k Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_600k_desc;Costs 600,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_700k_title;§G600k-700k Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_700k_desc;Costs 700,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_800k_title;§G700k-800k Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_800k_desc;Costs 800,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_900k_title;§G800k-900k Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_800k_desc;Costs 900,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_1M_title;§G900k-1M Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_1M_desc;Costs 1,000,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_1M+_title;§G1M+ Province Agriculture RGO Expansion.;;;;;;;;;x;;;;
zprovince_agriculture_expansion_1M+_desc;Costs 1,500,000 pounds to give a permanent boost to farm size to the selected province.;;;;;;;;;x;;;;
zstate_agriculture_expansion_500k_title;§G0-500k State Agriculture RGO Expansion;;;;;;;;;x;;;;
zstate_agriculture_expansion_500k_desc;Costs 500,000 pounds to give a permanent boost to farm size to every province in the selected state.;;;;;;;;;x;;;;
zstate_agriculture_expansion_1M_title;§G500k-1M State Agriculture RGO Expansion;;;;;;;;;x;;;;
zstate_agriculture_expansion_1M_desc;Costs 1,000,000 pounds to give a permanent boost to farm size to every province in the selected state.;;;;;;;;;x;;;;
zstate_agriculture_expansion_2M_title;§G1M-2M State Agriculture RGO Expansion;;;;;;;;;x;;;;
zstate_agriculture_expansion_2M_desc;Costs 2,000,000 pounds to give a permanent boost to farm size to every province in the selected state.;;;;;;;;;x;;;;
zstate_agriculture_expansion_4M_title;§G2M-4M State Agriculture RGO Expansion;;;;;;;;;x;;;;
zstate_agriculture_expansion_4M_desc;Costs 4,000,000 pounds to give a permanent boost to farm size to every province in the selected state.;;;;;;;;;x;;;;
zstate_agriculture_expansion_4M+_title;§G4M+ State Agriculture RGO Expansion;;;;;;;;;x;;;;
zstate_agriculture_expansion_4M+_desc;Costs 6,000,000 pounds to give a permanent boost to farm size to every province in the selected state.;;;;;;;;;x;;;;
zprovince_blood_and_iron_title;§GBlood and Iron RGO.;;;;;;;;;x;;;;
zprovince_blood_and_iron_desc;Gives a permanent RGO efficiency bonus and +0.03 militancy modifier to the selected province. Cannot use on gold mines and has a 10 year cooldown.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_title;§GChange Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_desc;Allows the switching of RGO in a province to the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years. Costs 100k pounds per every 100k POP in the province rounded up.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_100k_title;§G0-100k Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_100k_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_200k_title;§G100k-200k Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_200k_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_300k_title;§G200k-300k Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_300k_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_400k_title;§G300k-400k Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_400k_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_500k_title;§G400k-500k Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_500k_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_600k_title;§G500k-600k Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_600k_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_700k_title;§G600k-700k Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_700k_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_800k_title;§G700k-800k Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_800k_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_900k_title;§G800k-900k Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_900k_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1M_title;§G900k-1M Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1M_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1.2M_title;§G1M-1.2M Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1.2M_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1.4M_title;§G1.2M-1.4M Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1.4M_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1.6M_title;§G1.4M-1.6M Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1.6M_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1.8M_title;§G1.6M-1.8M Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_1.8M_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_2M_title;§G1.8M-2M Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_2M_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_2M+_title;§G2M+ Province Change Agriculture RGO.;;;;;;;;;x;;;;
zprovince_rgo_change_agriculture_2M+_desc;Choose one of the following types: Grain, Fruit, Cattle, Wool, Cotton, Opium, Dye, Silk, Coffee Beans, Tea Leaves, or Tobacco. Gives a 50% output and 50% throughput debuff for 15 years.;;;;;;;;;x;;;;
zprovince_establish_financial_center_title;Establish Financial Center;;;;;;;;;x;;;;
zprovince_establish_financial_center_desc;Changes the selected province's trade good to precious metal to represent the new financial hub of your country. Can only use this decision once and it must be on core territory.;;;;;;;;;x;;;;
zzreset_province_selector_title;§RReset Province Selector;;;;;;;;;x;;;;
zzreset_province_selector_desc;Destroys all currently built province selectors.;;;;;;;;;x;;;;
EVTNAME91737;Agriculture RGO Change;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91737;Choose to change a province to the following RGO types.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTA;Change province to produce Wool.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTB;Change province to produce Timber.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTC;Change province to produce Cotton.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTD;Change province to produce Cattle.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTE;Change province to produce Grain.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTF;Change province to produce Tea Leaves.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTG;Change province to produce Coffee Beans.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTH;Change province to produce Opium.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTI;Change province to produce Dye.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTJ;Change province to produce Silk.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTK;Change province to produce Tobacco.;;;;;;;;;;;;;;;;;;;;;;;x
EVT91737OPTL;I'd rather not change anything.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1142;Coffee cultivation in $PROVINCENAME$;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC1142;The fields in $PROVINCENAME$ have been found favourable to the cultivation of coffee beans. With the rising world demand for coffee, local farmers have found it prudent to switch production over to the new cash crop.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA1142;That could come in handy;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME1143;Opium cultivation in $PROVINCENAME$;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC1143;The fields in $PROVINCENAME$ have been found favourable to the cultivation of opium. With the rising world demand for pharmaceuticals, local farmers have found it prudent to switch production over to the new cash crop.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA1143;That could come in handy;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91600;Administrative Points;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91600;Annual Administrative Points Budget;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91600;I will use them wisely;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91601;New National Idea Researched;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91601;You may pick from one of the following national idea groups.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91700;Spread Ideological Influence;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91700;Pick the political path your country will follow.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91700;Reactionary;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91700;Conservative;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTC91700;Liberal;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTD91700;Socialist;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTE91700;Communist;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTF91700;Fascist;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTZ91700;Remove all political influences.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91704;Pass Reform Reminder;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91704;We are able to force through another reform without the support of the upper house.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91704;Good.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91705;Martial Law;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91705;Should we declare or rescind martial law?;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91705;Declare martial law.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91705;Rescind martial law.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91706;End of forced reforms;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91706;You may no longer pass reforms without the support of the upper house.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91706;OK.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91708;End of Recruitment Drive;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91708;The effects of the recruitment drive have worn off and people are returning to civilian life.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91708;Too bad.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91709;End of Forced Migration;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91709;We are no longer encouraging internal migration to a targeted state.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91709;OK.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91001;Tutorial;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91001;Welcome to the tutorial of Victoria Universalis. This mod introduces several new features and game mechanics that give the player more control over their provinces and POPs. Balance and interesting gameplay are prioritized over everything else. Decisions with clear instructions on how to trigger them have replaced most random events. A few big things are included from other mods, namely reforms and country files from HPM, country size modifiers and RGO change decisions from PUIR, and art assets from PDM. If you want to end the tutorial, select the first option, if you wish to know more pick the second.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91001;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91001;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91002;Tutorial: Province Selectors;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91002;There are several decisions denoted by their green titles in the decisions tab that give bonuses to specific provinces or states. In order to use these decisions, you must first build a Province Selector (PS) building in the desired location. After enacting each decision, the PS used in the decision will be destroyed. Do not build more than one PS at a time, as the decisions will distribute their effects to a random owned province that both fulfills the conditions and has a PS, so having two or more built at the same time could result in your decision not firing in the province you wanted.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91002;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91002;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91003;Tutorial: Mines;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91003;Max mine sizes have been lowered to between 5,000 to 30,000 depending on the type and location of the of mine. Labourers no longer promote into craftsmen unless their RGO is full and the excess starting labourers in mining provinces have been converted to artisans. Rubber, timber, and tropical wood RGOs now employ farmers instead of miners. A province selector decision was added to expand mining size that can be used once per province. This was done to more accurately model historical mining employment and allow provinces to have high output even with low populations.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91003;Got it.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91003;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91004;Tutorial: Revanchism;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91004;Every 5 points of revanchism now increases both your mobilization pool and maximum solder cap in cored states by 0.5%, capped up to 5% each. Your country gains revanchism by losing core territory, and it is calculated by number of provinces lost not by population lost. You can view your current revanchism by looking in the political tab next to your government type.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91004;Got it.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91004;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91005;Tutorial: POP promotion;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91005;POP promotion factors and national focus bonuses has been split up into 3 tiers. Large states between 2M and 4M population have roughly 2/3rd the promotion rate as normal states, and massive states over 4M population have roughly 1/3rd the promotion rate as normal states. Most states won't reach 2M population before 1900 outside of China and India, so the split mainly serves to limit the growth of a civilized China.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91005;Got it.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91005;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91006;Tutorial: The Economy;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91006;A number of small changes have been made in an effort to balance the in-game economy and lessen the frequency of economic crashes. New factory goods have been introduced and POP needs have been rebalanced to make normally useless goods more important. Governments will be forced to pay money to POPs through social spending in order to get pop growth. A world bank has been implemented that prevents the prices of RGO goods from crashing by buying some of the unsold resources in the world market. The world bank will always be in last place in the rankings which puts it last on the buy order.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91006;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91006;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91007;Tutorial: Combat;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91007;Lategame artillery only has roughly only 2.5x as much defense as attack, as opposed to four to one in vanilla. Guards and tanks have been buffed to be better than infantry in every aspect, but their costs have increased substantially to compensate. Commerce raiders and monitors were replaced by torpedo boats and submarines and a new aircraft carrier unit was introduced. Torpedo attack is a special type of attack that only affects capital ships and deals no damage to light ships. Torpedoes were taken away from all ships except submarines and torpedo boats.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91007;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91007;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91008;Tutorial: Generals;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91008;Negative general traits have been removed and the cost of recruiting generals has been increased from 20 to 40. A general's attack and defence stats are now clearly displayed in the general selection boxes and they are color coded with the following values: +1 is black, +2 is §Bblue§b, +3 is §Ggreen§b, +4 is §Rred§b, and +5 is §Wwhite§b. Literacy, country size, and national ideas now also factor into leadership point generation.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91008;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91008;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91009;Tutorial: Healthcare;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91009;Healthcare reform is the primary way of growing your population and stabilizing the in game economy. The reforms are time locked, require certain techs to pass, and they have to be funded via the social spending slider. You get no pop growth benefit just by passing the reform, in order to receive the benefits of the reform you must have your social spending slider set to the minimum amount listed in the reform. The money spent on healthcare counts as income for POPs and is taxed just like any other income.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91009;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91009;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91010;Tutorial: Research & Literacy;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91010;Daily research points from average literacy was reduced and a new category of reforms called Research & Development was added that gives +0.2 RPs and -1% tax efficiency per level. There are 10 levels of R&D reforms and each level requires an additional 10% average literacy to pass. R&D reforms can be raised or lowered instantly and without cost via decision. At the beginning of every year, POPs with over 10% literacy will lose literacy  at a rate of 0.1% for every 10 literacy, so a POP with 50% literacy will lose 0.5% and a POP with 100% literacy will lose 1%. The max base cap for clergymen is 2% and is increased by 0.5% per school reform level, up to a max of 4%.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91010;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91010;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91011;Tutorial: Protip;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91011;The first thing you should do is max out national admin efficiency by promoting bureaucrats in your largest accepted culture POP states. Tariff efficiency, building costs, POP promotion, and half the crime fighting rate are based off your national admin efficiency. National admin efficiency does not take into account where the bureaucrats are located, so you can increase bureaucrats in your biggest state with accepted culture POPs above 1% in order to max out national admin efficiency. State admin efficiency is different from national admin efficiency and does not have any affect on POP promotion rates, tariffs, or taxes. The only thing state admin efficiency affects is crime fighting efficiency.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91011;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTB91011;I would like to know more.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91051;The Great War;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91051;Welcome to the Great War bookmark of Victoria Universalis. Due to the inability to have the AI join wars that are already underway or merge wars via event, this scenario starts with all European participants already at war from the start and the Greek National Schism already underway. If a participant in the Great War other than the UK or Germany sues for a separate peace, that counts as a loss for said country and their surrender event will trigger. Surrender events are scripted and will result in the same exchange of territories each time. If a country other than Russia separately surrenders and their side still goes on to win the Great War, they will recoup some of the territory they lost when they separately surrendered.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91051;Got it.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91302;Colonial Liferating Normalization;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91302;We are introducing new agricultural techniques and modern medicine to these barren wastelands. The local population growth is expected to rise to civilized standards.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91302;Great!;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME91308;Geneva Convention Signed;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC91308;The geneva convention military hospital and infamy modifiers will be added to your country now;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA91308;Ok.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME31509;Hungarian Revolution of $YEAR$;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC31509;The Hungarian Diet has grown increasingly independent of Austrian rule in recent years. Field Marshall Count Franz Philipp von Lamberg was sent to Hungary to take personal control over their armies, but was attacked upon his arrival. In response, the Austrian government ordered the Hungarian Diet dissolved and the Ban of Croatia installed in Lamberg's place. The Hungarians have refused to obey, and thus we now face civil war to maintain the integrity of the empire.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA31509;We will restore order!;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME32512;The Polish Uprising of $YEAR$;;;;;;;;;;;;;;;;;;;;;;;x
EVTDESC32512;After the latest war our subjects in Poland and other parts of our empire began to grow restless. The uprising began as a spontaneous protest by young Poles against conscription into the $COUNTRY_ADJ$ Army. It was soon joined by high-ranking Polish-Lithuanian officers and various politicians. In Warsaw alone 116 demonstrations were held in $YEAR$. Much of these manifestations in ended in clashes with the $COUNTRY_ADJ$ Army. In spite of $COUNTRY_ADJ$ police interference, a symbolic meeting of hymn-singing Poles and Lithuanians took place on the bridge across an important River. The crowds sang "God protect Poland" in Lithuanian and Belarusian. Earlier in $YEAR$ the $COUNTRY_ADJ$ government introduced a state of emergency in Kovno and Grodno as well as several other Polish-majority provinces. Public gatherings were banned and some public leaders were declared outlaws. The situation threatens to break down in anarchy.;;;;;;;;;;;;;;;;;;;;;;;x
EVTOPTA32512;Suppress them immediately.;;;;;;;;;;;;;;;;;;;;;;;x
EVTNAME33006;German Liferating Normalization;;;;;;;;;;;;x
