defence_1.117;+1 Defence;;;;;;;;;;;;;;
defence_1.118;+1 Defence;;;;;;;;;;;;;;
defence_1.119;+1 Defence;;;;;;;;;;;;;;
defence_1.120;+1 Defence;;;;;;;;;;;;;;
defence_1.121;+1 Defence;;;;;;;;;;;;;;
defence_1.122;+1 Defence;;;;;;;;;;;;;;
defence_1.123;+1 Defence;;;;;;;;;;;;;;
defence_1.124;+1 Defence;;;;;;;;;;;;;;
defence_1.125;+1 Defence;;;;;;;;;;;;;;
defence_1.126;+1 Defence;;;;;;;;;;;;;;
defence_1.127;+1 Defence;;;;;;;;;;;;;;
defence_1.128;+1 Defence;;;;;;;;;;;;;;
defence_1.129;+1 Defence;;;;;;;;;;;;;;
defence_1.130;+1 Defence;;;;;;;;;;;;;;
defence_1.131;+1 Defence;;;;;;;;;;;;;;
defence_1.132;+1 Defence;;;;;;;;;;;;;;
defence_1.133;+1 Defence;;;;;;;;;;;;;;
defence_1.134;+1 Defence;;;;;;;;;;;;;;
defence_1.135;+1 Defence;;;;;;;;;;;;;;
defence_1.136;+1 Defence;;;;;;;;;;;;;;
defence_1.137;+1 Defence;;;;;;;;;;;;;;
defence_1.138;+1 Defence;;;;;;;;;;;;;;
defence_1.139;+1 Defence;;;;;;;;;;;;;;
defence_1.140;+1 Defence;;;;;;;;;;;;;;
defence_1.141;+1 Defence;;;;;;;;;;;;;;
defence_1.142;+1 Defence;;;;;;;;;;;;;;
defence_1.143;+1 Defence;;;;;;;;;;;;;;
defence_1.144;+1 Defence;;;;;;;;;;;;;;
defence_1.145;+1 Defence;;;;;;;;;;;;;;
defence_1.146;+1 Defence;;;;;;;;;;;;;;
defence_1.147;+1 Defence;;;;;;;;;;;;;;
defence_1.148;+1 Defence;;;;;;;;;;;;;;
defence_1.149;+1 Defence;;;;;;;;;;;;;;
defence_1.150;+1 Defence;;;;;;;;;;;;;;
defence_1.151;+1 Defence;;;;;;;;;;;;;;
defence_1.152;+1 Defence;;;;;;;;;;;;;;
defence_1.153;+1 Defence;;;;;;;;;;;;;;
defence_1.154;+1 Defence;;;;;;;;;;;;;;
defence_1.155;+1 Defence;;;;;;;;;;;;;;
defence_1.156;+1 Defence;;;;;;;;;;;;;;
defence_1.157;+1 Defence;;;;;;;;;;;;;;
defence_1.158;+1 Defence;;;;;;;;;;;;;;
defence_1.159;+1 Defence;;;;;;;;;;;;;;
defence_1.160;+1 Defence;;;;;;;;;;;;;;
defence_1.161;+1 Defence;;;;;;;;;;;;;;
defence_1.162;+1 Defence;;;;;;;;;;;;;;
defence_1.163;+1 Defence;;;;;;;;;;;;;;
defence_1.164;+1 Defence;;;;;;;;;;;;;;
defence_1.165;+1 Defence;;;;;;;;;;;;;;
defence_1.166;+1 Defence;;;;;;;;;;;;;;
defence_1.167;+1 Defence;;;;;;;;;;;;;;
defence_1.168;+1 Defence;;;;;;;;;;;;;;
defence_1.169;+1 Defence;;;;;;;;;;;;;;
defence_1.170;+1 Defence;;;;;;;;;;;;;;
defence_1.171;+1 Defence;;;;;;;;;;;;;;
defence_1.172;+1 Defence;;;;;;;;;;;;;;
defence_1.173;+1 Defence;;;;;;;;;;;;;;
defence_1.174;+1 Defence;;;;;;;;;;;;;;
defence_1.175;+1 Defence;;;;;;;;;;;;;;
defence_1.176;+1 Defence;;;;;;;;;;;;;;
defence_1.177;+1 Defence;;;;;;;;;;;;;;
defence_1.178;+1 Defence;;;;;;;;;;;;;;
defence_1.179;+1 Defence;;;;;;;;;;;;;;
defence_1.180;+1 Defence;;;;;;;;;;;;;;
defence_1.181;+1 Defence;;;;;;;;;;;;;;
defence_1.182;+1 Defence;;;;;;;;;;;;;;
defence_1.183;+1 Defence;;;;;;;;;;;;;;
defence_1.184;+1 Defence;;;;;;;;;;;;;;
defence_1.185;+1 Defence;;;;;;;;;;;;;;
defence_1.186;+1 Defence;;;;;;;;;;;;;;
defence_1.187;+1 Defence;;;;;;;;;;;;;;
defence_1.188;+1 Defence;;;;;;;;;;;;;;
defence_1.189;+1 Defence;;;;;;;;;;;;;;
defence_1.190;+1 Defence;;;;;;;;;;;;;;
defence_1.191;+1 Defence;;;;;;;;;;;;;;
defence_1.192;+1 Defence;;;;;;;;;;;;;;
defence_1.193;+1 Defence;;;;;;;;;;;;;;
defence_1.194;+1 Defence;;;;;;;;;;;;;;
defence_1.195;+1 Defence;;;;;;;;;;;;;;
defence_1.196;+1 Defence;;;;;;;;;;;;;;
defence_1.197;+1 Defence;;;;;;;;;;;;;;
defence_1.198;+1 Defence;;;;;;;;;;;;;;
defence_1.199;+1 Defence;;;;;;;;;;;;;;
defence_1.200;+1 Defence;;;;;;;;;;;;;;
defence_2.1;§B+2 Defence;;;;;;;;;;;;;;
defence_2.2;§B+2 Defence;;;;;;;;;;;;;;
defence_2.3;§B+2 Defence;;;;;;;;;;;;;;
defence_2.4;§B+2 Defence;;;;;;;;;;;;;;
defence_2.5;§B+2 Defence;;;;;;;;;;;;;;
defence_2.6;§B+2 Defence;;;;;;;;;;;;;;
defence_2.7;§B+2 Defence;;;;;;;;;;;;;;
defence_2.8;§B+2 Defence;;;;;;;;;;;;;;
defence_2.9;§B+2 Defence;;;;;;;;;;;;;;
defence_2.10;§B+2 Defence;;;;;;;;;;;;;;
defence_2.11;§B+2 Defence;;;;;;;;;;;;;;
defence_2.12;§B+2 Defence;;;;;;;;;;;;;;
defence_2.13;§B+2 Defence;;;;;;;;;;;;;;
defence_2.14;§B+2 Defence;;;;;;;;;;;;;;
defence_2.15;§B+2 Defence;;;;;;;;;;;;;;
defence_2.16;§B+2 Defence;;;;;;;;;;;;;;
defence_2.17;§B+2 Defence;;;;;;;;;;;;;;
defence_2.18;§B+2 Defence;;;;;;;;;;;;;;
defence_2.19;§B+2 Defence;;;;;;;;;;;;;;
defence_2.20;§B+2 Defence;;;;;;;;;;;;;;
defence_2.21;§B+2 Defence;;;;;;;;;;;;;;
defence_2.22;§B+2 Defence;;;;;;;;;;;;;;
defence_2.23;§B+2 Defence;;;;;;;;;;;;;;
defence_2.24;§B+2 Defence;;;;;;;;;;;;;;
defence_2.25;§B+2 Defence;;;;;;;;;;;;;;
defence_2.26;§B+2 Defence;;;;;;;;;;;;;;
defence_2.27;§B+2 Defence;;;;;;;;;;;;;;
defence_2.28;§B+2 Defence;;;;;;;;;;;;;;
defence_2.29;§B+2 Defence;;;;;;;;;;;;;;
defence_2.30;§B+2 Defence;;;;;;;;;;;;;;
defence_2.31;§B+2 Defence;;;;;;;;;;;;;;
defence_2.32;§B+2 Defence;;;;;;;;;;;;;;
defence_2.33;§B+2 Defence;;;;;;;;;;;;;;
defence_2.34;§B+2 Defence;;;;;;;;;;;;;;
defence_2.35;§B+2 Defence;;;;;;;;;;;;;;
defence_2.36;§B+2 Defence;;;;;;;;;;;;;;
defence_2.37;§B+2 Defence;;;;;;;;;;;;;;
defence_2.38;§B+2 Defence;;;;;;;;;;;;;;
defence_2.39;§B+2 Defence;;;;;;;;;;;;;;
defence_2.40;§B+2 Defence;;;;;;;;;;;;;;
defence_2.41;§B+2 Defence;;;;;;;;;;;;;;
defence_2.42;§B+2 Defence;;;;;;;;;;;;;;
defence_2.43;§B+2 Defence;;;;;;;;;;;;;;
defence_2.44;§B+2 Defence;;;;;;;;;;;;;;
defence_2.45;§B+2 Defence;;;;;;;;;;;;;;
defence_2.46;§B+2 Defence;;;;;;;;;;;;;;
defence_2.47;§B+2 Defence;;;;;;;;;;;;;;
defence_2.48;§B+2 Defence;;;;;;;;;;;;;;
defence_2.49;§B+2 Defence;;;;;;;;;;;;;;
defence_2.50;§B+2 Defence;;;;;;;;;;;;;;
defence_2.51;§B+2 Defence;;;;;;;;;;;;;;
defence_2.52;§B+2 Defence;;;;;;;;;;;;;;
defence_2.53;§B+2 Defence;;;;;;;;;;;;;;
defence_2.54;§B+2 Defence;;;;;;;;;;;;;;
defence_2.55;§B+2 Defence;;;;;;;;;;;;;;
defence_2.56;§B+2 Defence;;;;;;;;;;;;;;
defence_2.57;§B+2 Defence;;;;;;;;;;;;;;
defence_2.58;§B+2 Defence;;;;;;;;;;;;;;
defence_2.59;§B+2 Defence;;;;;;;;;;;;;;
defence_2.60;§B+2 Defence;;;;;;;;;;;;;;
defence_2.61;§B+2 Defence;;;;;;;;;;;;;;
defence_2.62;§B+2 Defence;;;;;;;;;;;;;;
defence_2.63;§B+2 Defence;;;;;;;;;;;;;;
defence_2.64;§B+2 Defence;;;;;;;;;;;;;;
defence_2.65;§B+2 Defence;;;;;;;;;;;;;;
defence_2.66;§B+2 Defence;;;;;;;;;;;;;;
defence_2.67;§B+2 Defence;;;;;;;;;;;;;;
defence_2.68;§B+2 Defence;;;;;;;;;;;;;;
defence_2.69;§B+2 Defence;;;;;;;;;;;;;;
defence_2.70;§B+2 Defence;;;;;;;;;;;;;;
defence_2.71;§B+2 Defence;;;;;;;;;;;;;;
defence_2.72;§B+2 Defence;;;;;;;;;;;;;;
defence_2.73;§B+2 Defence;;;;;;;;;;;;;;
defence_2.74;§B+2 Defence;;;;;;;;;;;;;;
defence_2.75;§B+2 Defence;;;;;;;;;;;;;;
defence_2.76;§B+2 Defence;;;;;;;;;;;;;;
defence_2.77;§B+2 Defence;;;;;;;;;;;;;;
defence_2.78;§B+2 Defence;;;;;;;;;;;;;;
defence_2.79;§B+2 Defence;;;;;;;;;;;;;;
defence_2.80;§B+2 Defence;;;;;;;;;;;;;;
defence_2.81;§B+2 Defence;;;;;;;;;;;;;;
defence_2.82;§B+2 Defence;;;;;;;;;;;;;;
defence_2.83;§B+2 Defence;;;;;;;;;;;;;;
defence_2.84;§B+2 Defence;;;;;;;;;;;;;;
defence_2.85;§B+2 Defence;;;;;;;;;;;;;;
defence_2.86;§B+2 Defence;;;;;;;;;;;;;;
defence_2.87;§B+2 Defence;;;;;;;;;;;;;;
defence_2.88;§B+2 Defence;;;;;;;;;;;;;;
defence_2.89;§B+2 Defence;;;;;;;;;;;;;;
defence_2.90;§B+2 Defence;;;;;;;;;;;;;;
defence_2.91;§B+2 Defence;;;;;;;;;;;;;;
defence_2.92;§B+2 Defence;;;;;;;;;;;;;;
defence_2.93;§B+2 Defence;;;;;;;;;;;;;;
defence_2.94;§B+2 Defence;;;;;;;;;;;;;;
defence_2.95;§B+2 Defence;;;;;;;;;;;;;;
defence_2.96;§B+2 Defence;;;;;;;;;;;;;;
defence_2.97;§B+2 Defence;;;;;;;;;;;;;;
defence_2.98;§B+2 Defence;;;;;;;;;;;;;;
defence_2.99;§B+2 Defence;;;;;;;;;;;;;;
defence_2.100;§B+2 Defence;;;;;;;;;;;;;;
defence_3.1;§G+3 Defence;;;;;;;;;;;;;;
defence_3.2;§G+3 Defence;;;;;;;;;;;;;;
defence_3.3;§G+3 Defence;;;;;;;;;;;;;;
defence_3.4;§G+3 Defence;;;;;;;;;;;;;;
defence_3.5;§G+3 Defence;;;;;;;;;;;;;;
defence_3.6;§G+3 Defence;;;;;;;;;;;;;;
defence_3.7;§G+3 Defence;;;;;;;;;;;;;;
defence_3.8;§G+3 Defence;;;;;;;;;;;;;;
defence_3.9;§G+3 Defence;;;;;;;;;;;;;;
defence_3.10;§G+3 Defence;;;;;;;;;;;;;;
defence_3.11;§G+3 Defence;;;;;;;;;;;;;;
defence_3.12;§G+3 Defence;;;;;;;;;;;;;;
defence_3.13;§G+3 Defence;;;;;;;;;;;;;;
defence_3.14;§G+3 Defence;;;;;;;;;;;;;;
defence_3.15;§G+3 Defence;;;;;;;;;;;;;;
defence_3.16;§G+3 Defence;;;;;;;;;;;;;;
defence_3.17;§G+3 Defence;;;;;;;;;;;;;;
defence_3.18;§G+3 Defence;;;;;;;;;;;;;;
defence_3.19;§G+3 Defence;;;;;;;;;;;;;;
defence_3.20;§G+3 Defence;;;;;;;;;;;;;;
defence_4.1;§R+4 Defence;;;;;;;;;;;;;;
defence_4.2;§R+4 Defence;;;;;;;;;;;;;;
defence_4.3;§R+4 Defence;;;;;;;;;;;;;;
defence_4.4;§R+4 Defence;;;;;;;;;;;;;;
defence_5.1;§W+5 Defence;;;;;;;;;;;;;;
research_and_development;Research & Development;;;;;;;;;;;;;;
no_rnd;No R&D;;;;;;;;;;;;;;
no_rnd_desc;The state does not fund any R&D;;;;;;;;;;;;;;
rudimentary_rnd;Rudimentary R&D;;;;;;;;;;;;;;
rudimentary_rnd_desc;§YThis level of reform requires at least 10% average literacy.§W;;;;;;;;;;;;;;
very_low_rnd;Very Low R&D;;;;;;;;;;;;;;
very_low_rnd_desc;§YThis level of reform requires at least 20% average literacy.§W;;;;;;;;;;;;;;
low_rnd;Low R&D;;;;;;;;;;;;;;
low_rnd_desc;§YThis level of reform requires at least 30% average literacy.§W;;;;;;;;;;;;;;
basic_rnd;Basic R&D;;;;;;;;;;;;;;
basic_rnd_desc;§YThis level of reform requires at least 40% average literacy.§W;;;;;;;;;;;;;;
moderate_rnd;Moderate R&D;;;;;;;;;;;;;;
moderate_rnd_desc;§YThis level of reform requires at least 50% average literacy.§W;;;;;;;;;;;;;;
acceptable_rnd;Acceptable R&D;;;;;;;;;;;;;;
acceptable_rnd_desc;§YThis level of reform requires at least 60% average literacy.§W;;;;;;;;;;;;;;
good_rnd;Good R&D;;;;;;;;;;;;;;
good_rnd_desc;§YThis level of reform requires at least 70% average literacy.§W;;;;;;;;;;;;;;
very_good_rnd;Very Good R&D;;;;;;;;;;;;;;
very_good_rnd_desc;§YThis level of reform requires at least 80% average literacy.§W;;;;;;;;;;;;;;
advanced_rnd;Advanced R&D;;;;;;;;;;;;;;
advanced_rnd_desc;§YThis level of reform requires at least 90% average literacy.§W;;;;;;;;;;;;;;
futuristic_rnd;Futuristic R&D;;;;;;;;;;;;;;
futuristic_rnd_desc;§YThis level of reform requires at least 99% average literacy.§W;;;;;;;;;;;;;;
no_colonial_migration;No Colonial Migration;;;;;;;;;;;;;;
no_colonial_migration_desc;No POPs will migrate to the colonies.;;;;;;;;;;;;;;
low_colonial_migration;Low Colonial Migration;;;;;;;;;;;;;;
low_colonial_migration_desc;Gives a small bonus to colonial migration to accepted culture POPs. The bonus scales up for lower population countries.;;;;;;;;;;;;;;
medium_colonial_migration;Medium Colonial Migration;;;;;;;;;;;;;;
medium_colonial_migration_desc;Gives a bonus to colonial migration to accepted culture POPs. The bonus scales up for lower population countries.;;;;;;;;;;;;;;
high_colonial_migration;High Colonial Migration;;;;;;;;;;;;;;
high_colonial_migration_desc;Gives a large bonus to colonial migration to accepted culture POPs. The bonus scales up for lower population countries.;;;;;;;;;;;;;;
low_colonial_migration;Low Colonial Migration;;;;;;;;;;;;;;
low_colonial_migration_desc;Gives a small bonus to colonial migration to accepted culture POPs. The bonus scales up for lower population countries.;;;;;;;;;;;;;;
corruption1;Corruption;;;;;;;;;;;;;;
desc_corruption1;Crime, bribery, and embezzlement run rampant in this province and the local officials either turn a blind eye or are powerless to stop it.;;;;;;;;;;;;;;
corruption2;Corruption;;;;;;;;;;;;;;
desc_corruption2;Crime, bribery, and embezzlement run rampant in this province and the local officials either turn a blind eye or are powerless to stop it.;;;;;;;;;;;;;;
corruption3;Corruption;;;;;;;;;;;;;;
desc_corruption3;Crime, bribery, and embezzlement run rampant in this province and the local officials either turn a blind eye or are powerless to stop it.;;;;;;;;;;;;;;
corruption4;Corruption;;;;;;;;;;;;;;
desc_corruption4;Crime, bribery, and embezzlement run rampant in this province and the local officials either turn a blind eye or are powerless to stop it.;;;;;;;;;;;;;;
corruption5;Corruption;;;;;;;;;;;;;;
desc_corruption5;Crime, bribery, and embezzlement run rampant in this province and the local officials either turn a blind eye or are powerless to stop it.;;;;;;;;;;;;;;
corruption6;Corruption;;;;;;;;;;;;;;
desc_corruption6;Crime, bribery, and embezzlement run rampant in this province and the local officials either turn a blind eye or are powerless to stop it.;;;;;;;;;;;;;;
globalism;Globalism;;;;;;;;;;;;;;
republican_rebels;Republican Rebels;;;;;;;;;;;;;;;;;;;;;;x;;;;
republican_rebels_title;Republican Rebels;;;;;;;;;;;;;;;;;;;;;;x;;;;
republican_rebels_name;Republican Rebels;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
republican_rebels_desc;Republicans are staunch liberals who oppose monarchism and foreign intervention of any kind. When they take over the capital, they will turn the country into a democracy.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;
republican_rebels_army;Republican Rebels;;;;;;;;;;;;;;;;;;;x;;;;
IS_NOT_RELIGION;The state religion is NOT;;;;;;;;;;;;;;;;;;x;;;;
commerce_raider;Torpedo Boat;;;;;;;;;;;;;;x;;;;
commerce_raider_short;TP;;;;;;;;;;;;;;;;x;;;;
commerce_raiders;Torpedo Boats;;;;;;;;;;;;;;x;;;;
commerce_raiders_desc;A torpedo boat is a relatively small and fast naval ship designed to carry torpedoes into battle. They were created to counter battleships and other slow and heavily armed ships by using speed, agility, and the power of their torpedo weapons.;;;;;;;;;;;;;;x;;;;
monitor;Submarine Flotilla;;;;;;;;;;;;;;x;;;;
monitor_short;SS;;;;;;;;;;;;;;;;x;;;;
submarines;Submarines;;;;;;;;;;;;;;x;;;;
submarines_desc;A submarine is a watercraft capable of independent operation underwater. Their primary role was anti-surface ship warfare which they accomplished either on the surface, using deck guns or submerged, using torpedoes.;;;;;;;;;;;;;;x;;;;
VU_NAME;Multiplayer Grand Campaign;;;;;;;;;;;;;;x;;;;
VU_DESC;This scenario has 26% less individual starting POPs and half as many cultures for increased stability. Countries with primary cultures that were eliminated have been giving new primary cultures.;;;;;;;;;;;;;;x;;;;
WW1_NAME;The Great War;;;;;;;;;;;;;;
WW1_DESC;On 28 June 1914, Gavrilo Princip, a Serbian nationalist, assassinated the Austro-Hungarian heir Archduke Franz Ferdinand in Sarajevo. In response, on 23 July, Austria-Hungary issued an ultimatum to Serbia. Serbia's reply failed to satisfy the Austrians, and the two moved to a war footing. Russia and France quickly mobilized to support Serbia while Germany mobilized in support of Austria-Hungary. On 3 August, Germany invaded Belgium in accordance with the Schlieffen plan of knocking out France in a quick surprise attack. The invasion of Belgium brought the United Kingdom into the war on the side of France and Russia, who had formed the Allied Powers. The Ottomans soon joined on the side of Germany and Austria and together they formed the Central Powers. Europe finds itself engulfed in the greatest war the world has ever seen, can you lead your side to victory in the war to end all wars?;;;;;;;;;;;;;;
1913_NAME;The Gathering Storm;;;;;;;;;;;;;;
1913_DESC;The world in 1913 is a powderkeg waiting to explode. France wishes to avenge their defeat in the Franco-Prussian war and retake Alsace-Lorraine from Germany. The Tsardom's grip on Russia has weakened due to recent revolts and a humiliating loss to Japan in the Russo-Japanese war. Japan continues its imperial ambitions in Asia. Austria-Hungary is facing a wave of nationalism in the Balkans. Italy wants to assert its place among the great powers at the expense of Austria-Hungary. The Ottoman Empire is reeling from its losses in the Balkan Wars. The United Kingdom's colonial empire is still unmatched, but is being threatened by rising powers. Germany is the undisputed land power in Europe and has built a powerful fleet with the aim of challenging the UK's hegemony over the rest of the world. The United States has overtaken Britain and Germany as the world's biggest economy, but it remains to be seen if they can leverage their industrial might into military might. Who will rise and who will fall in these chaotic times?;;;;;;;;;;;;;;
large_promotion_focus;Large State Promotion;;;;;;;;;;;;;;
massive_promotion_focus;Massive State Promotion;;;;;;;;;;;;;;
large_promote_aristocrats;Encourage Landowners;;;;;;;;;;;;;;
large_promote_bureaucrats;Encourage Bureaucrats;;;;;;;;;;;;;;
large_promote_capitalists;Encourage Capitalists;;;;;;;;;;;;;;
large_promote_clergymen;Encourage Intellectuals;;;;;;;;;;;;;;
large_promote_clerks;Encourage Clerks;;;;;;;;;;;;;;
large_promote_craftsmen;Encourage Craftsmen;;;;;;;;;;;;;;
large_promote_farmers;Encourage Farmers;;;;;;;;;;;;;;
large_promote_labourers;Encourage Labourers;;;;;;;;;;;;;;
large_promote_officers;Encourage Officers;;;;;;;;;;;;;;
large_promote_soldiers;Encourage Soldiers;;;;;;;;;;;;;;
massive_promote_aristocrats;Encourage Landowners;;;;;;;;;;;;;;
massive_promote_bureaucrats;Encourage Bureaucrats;;;;;;;;;;;;;;
massive_promote_capitalists;Encourage Capitalists;;;;;;;;;;;;;;
massive_promote_clergymen;Encourage Intellectuals;;;;;;;;;;;;;;
massive_promote_clerks;Encourage Clerks;;;;;;;;;;;;;;
massive_promote_craftsmen;Encourage Craftsmen;;;;;;;;;;;;;;
massive_promote_farmers;Encourage Farmers;;;;;;;;;;;;;;
massive_promote_labourers;Encourage Labourers;;;;;;;;;;;;;;
massive_promote_officers;Encourage Officers;;;;;;;;;;;;;;
massive_promote_soldiers;Encourage Soldiers;;;;;;;;;;;;;;
TRADE_INDUSTRIAL_AND_CONSUMER_GOODS;Industrial & Consumer Goods;;;;;;;;;;;;;;
industrial_and_consumer_goods;Industrial & Consumer Goods;;;;;;;;;;;;;;
no_standard;Official Currencies;;;;;;;;;;;;;;
industrial_revolution;Industrial Revolution;;;;;;;;;;;;;;
trench_systems;Trench Systems;;;;;;;;;;;;;;
chemical_weapons;Chemical Weapons;;;;;;;;;;;;;;
counter_battery_fire;Counter-Battery Fire;;;;;;;;;;;;;;
counter_battery_fire_desc;Counter-battery fire is a battlefield military activity to defeat the enemy's indirect fire elements, including their target acquisition, command and control components.;;;;;;;;;;;;;;
creeping_barrage;Creeping Barrage;;;;;;;;;;;;;;
creeping_barrage_desc;A creeping barrage was a barrage that lifted in small increments, usually 100 yards every few minutes, so that it moved forward slowly, keeping pace with the infantry. Eventually, three patterns of advancing the barrage developed. In a creeping barrage, fire moved from one line to the next. In a block barrage, the 'block' moved as block to the next lines that were not previously engaged. In a rolling barrage, the fire on the line nearest to own troops moved to the first unengaged line furthest from own troops.;;;;;;;;;;;;;;
railway_gun;Railway Gun;;;;;;;;;;;;;;
barrel_experiments;Tank Experiments;;;;;;;;;;;;;;
combined_arms_experiments;Combined Arms Experiments;;;;;;;;;;;;;;
medium_tank;Medium Tank;;;;;;;;;;;;;;
medium_tank_desc;The role of medium tanks started with a prioritisation of speed. Medium tanks could travel faster, but needed help to cross trenches, where heavy tanks were large enough to cross unaided. In this later use, medium tanks represent the designer's intent of producing a successful balance of firepower, mobility, and protection. Medium tanks aim to be suitable to the widest variety of roles, with less reliance on other types of tank during normal operations.;;;;;;;;;;;;;;
total_war_philosophy;Total War Philosophy;;;;;;;;;;;;;;
early_modern_naval_doctrine;Early Modern Naval Doctrine;;;;;;;;;;;;;;
aircraft_carriers;Aircraft Carriers;;;;;;;;;;;;;;
carrier;Aircraft Carrier;;;;;;;;;;;;;;
carriers;Carriers;;;;;;;;;;;;;;
carriers_desc;An aircraft carrier is a warship that serves as a seagoing airbase, equipped with a full-length flight deck and facilities for carrying, arming, deploying, and recovering aircraft. Carriers allows a naval force to hit targets from far beyond the range of traditional guns.;;;;;;;;;;;;;;
early_modern_naval_design;Early Modern Naval Design;;;;;;;;;;;;;;
naval_aviation;Naval Aviation;;;;;;;;;;;;;;
naval_aviation_desc;Naval aviation is typically projected to a position nearer the target by way of an aircraft carrier. Carrier-based aircraft must be sturdy enough to withstand demanding carrier operations. They must be able to launch in a short distance and be sturdy and flexible enough to come to a sudden stop on a pitching flight deck; they typically have robust folding mechanisms that allow higher numbers of them to be stored in below-decks hangars and small spaces on flight decks.;;;;;;;;;;;;;;
early_modern_naval_training;Early Modern Naval Training;;;;;;;;;;;;;;
modern_naval_exercises;Modern Naval Exercises;;;;;;;;;;;;;;
modern_naval_exercises_desc;Modern naval exercises evolved into detailed wargame simulations encompassing command post exercises, field exercises, and joint exercises between two or more countries.;;;;;;;;;;;;;;
modern_financial_institutions;Modern Financial Institutions;;;;;;;;;;;;;;
fiat_based_monetary_system;Fiat Monetary System;;;;;;;;;;;;;;
economic_thought_and_critique;National Ideas;;;;;;;;;;;;;
early_classical_theory_and_critique;Unlock Province Selector;;;;;;;;;;;;;
late_classical_theory;1st National Idea;;;;;;;;;;;;;
collectivist_theory;2nd National Idea;;;;;;;;;;;;;
the_historical_theory;3rd National Idea;;;;;;;;;;;;;
neoclassical_theory;4th National Idea;;;;;;;;;;;;;
keynesian_economics;5th National Idea;;;;;;;;;;;;;
neoliberal_theory;6th National Idea;;;;;;;;;;;;;;
keynesianism;Keynesianism;;;;;;;;;;;;;;
modern_business_management;Modern Business Management;;;;;;;;;;;;;;
modernism;Modernism;;;;;;;;;;;;;;
quantum_mechanics;Quantum Mechanics;;;;;;;;;;;;;;
critical_theory;Critical Theory;;;;;;;;;;;;;;
modern_sociology;Modern Sociology;;;;;;;;;;;;;;
national_idea1;§GNational Idea;;;;;;;;;;;;;;
national_idea1_desc;This invention unlocks another national idea.;;;;;;;;;;;;;;
national_idea1_invented;1 National Idea;;;;;;;;;;;;;;
national_idea2;§GNational Idea;;;;;;;;;;;;;;
national_idea2_desc;This invention unlocks another national idea.;;;;;;;;;;;;;;
national_idea2_invented;2 National Ideas;;;;;;;;;;;;;;
national_idea3;§GNational Idea;;;;;;;;;;;;;;
national_idea3_desc;This invention unlocks another national idea.;;;;;;;;;;;;;;
national_idea3_invented;3 National Ideas;;;;;;;;;;;;;;
national_idea4;§GNational Idea;;;;;;;;;;;;;;
national_idea4_desc;This invention unlocks another national idea.;;;;;;;;;;;;;;
national_idea4_invented;4 National Ideas;;;;;;;;;;;;;;
national_idea5;§GNational Idea;;;;;;;;;;;;;;
national_idea5_desc;This invention unlocks another national idea.;;;;;;;;;;;;;;
national_idea5_invented;5 National Ideas;;;;;;;;;;;;;;
national_idea6;§GNational Idea;;;;;;;;;;;;;;
national_idea6_desc;This invention unlocks another national idea.;;;;;;;;;;;;;;
national_idea6_invented;6 National Ideas;;;;;;;;;;;;;;
army_morale_idea;Army Morale National Idea;;;;;;;;;;;;;;
army_morale_idea_desc;This effect is additive, e.g. if your army morale is 200%, this will raise it to 250%.;;;;;;;;;;;;;;
army_organisation_idea;Army Organisation National Idea;;;;;;;;;;;;;;
army_organisation_idea_desc;This effect is multiplicative. The max organization of a land unit is (base organization of unit + army organization from techs) * (1 + land organization). An infantry brigade has a base organization of 30, so without any techs researched the max org it will have with this modifier is (30 + 0) * (1 + 0.2) = 36.;;;;;;;;;;;;;;
military_supplies;Military Supplies National Idea\n§WSupply Consumption §G-15%;;;;;;;;;;;;;;
military_supplies_desc;This reduces supply consumption for all units by 15%.;;;;;;;;;;;;;;
military_supplies_idea;Military Supplies National Idea;;;;;;;;;;;;;;
military_supplies_idea_desc;This gives -15% Supply Consumption Bonus. For example, if the base supply consumption of your armies is increased to 200% from techs, this will lower it to 170%.;;;;;;;;;;;;;;
military_hospitals_idea;Military Hospital Idea\n§WMilitary Hospitals: §G+20%;;;;;;;;;;;;;;
military_hospitals_idea_desc;This bonus reduces POP deaths from combat casualties to a rate of 1 to 0.208, down from a base rate of 1 to 0.25. POP deaths from combat casualties is calculated as SOLDIER_TO_POP_DAMAGE/(1 + military_hospital modifier). The base SOLDIER_TO_POP_DAMAGE in this mod is 0.25, so a military hospital modifier of 20% or 0.2, reduces POP deaths to 0.25/(1 + 0.2) = 0.208.;;;;;;;;;;;;;;
military_hospitals_idea_invention;Military Hospitals National Idea;;;;;;;;;;;;;;
military_hospitals_idea_invention_desc;This bonus reduces POP deaths from combat casualties to a rate of 1 to 0.208, down from a base rate of 1 to 0.25. POP deaths from combat casualties is calculated as SOLDIER_TO_POP_DAMAGE/(1 + military_hospital modifier). The base SOLDIER_TO_POP_DAMAGE in this mod is 0.25, so a military hospital modifier of 20% (0.2), reduces POP deaths to 0.25/(1 + 0.2) = 0.208.;;;;;;;;;;;;;;
army_experience_idea;Army Experience National Idea;;;;;;;;;;;;;;
army_experience_idea_desc;Each point of experience lowers the damage taken during combat at the same rate as one point of military tactics.;;;;;;;;;;;;;;
reinforce_rate_idea;Reinforce Rate Idea\n§WReinforcement: §G+15%;;;;;;;;;;;;;;
